750,Tori Watts,1921/11/25,3209 Kasson,Fort Collins,80551,Colorado,769 563 1989
527,Kyra Velazquez,1965/04/17,6525 Calumet Access,Cary,27512,North Carolina,901 137 7027
883,Serena Gentry,1931/06/09,8853 Longmeadow,Overland Park,66221,Kansas,774 960 6519
549,Kelsie Estrada,1985/07/01,8486 Lituanica,Fremont,94550,California,847 352 6909
905,Temperance Hubbard,1987/11/24,620 Science,Fort Collins,80541,Colorado,212 301 6760
242,Gage Read,1913/04/12,1320 Sayre,Kent,98047,Washington,425 410 7106
119,Raphael Finch,1955/10/01,3370 Ib Eisenhower Ob Dan Ryan,Jackson,49235,Mississippi,641 595 8299
889,Ignacio Combs,1934/05/16,5620 Kennedy Higgins Rd,Minneapolis,55264,Minnesota,913 850 3489
870,Jose Brown,2013/11/24,3036 Louie,Sioux Falls,57071,South Dakota,770 381 9800
978,Briley Palmer,1924/06/19,5873 University,Dayton,45337,Ohio,865 714 2232
56,Rayan Mccormick,1985/04/18,5767 Randolph St Wacker,Kansas City,66361,Missouri,360 573 5476
582,Bryan Key,2014/10/28,2839 Junior,Chattanooga,37987,Tennessee,567 451 0479
202,Giancarlo Cantu,1921/04/29,6292 Holbrook,New Orleans,70747,Louisiana,319 740 6283
41,Efrain Todd,1973/04/05,5389 Lansing,Tempe,85092,Arizona,684 629 5301
224,Tucker Fitzpatrick,2011/06/29,7198 Morgan,Miami,33668,Florida,303 701 0439
397,Malachi Thompson,1972/09/06,3029 Illinois,Oklahoma City,73371,Oklahoma,775 812 8425
843,Kaleigh Andrews,2002/09/27,2027 Mccormick Place,Kansas City,66759,Missouri,636 855 2969
107,Dakota Chandler,1970/04/26,476 Ohio Feeder,Greensboro,27400,North Carolina,502 956 1398
569,Zuri Bradshaw,1942/05/18,3448 Columbus Ramp,Cleveland,44570,Ohio,563 477 3128
453,Brendon Read,1903/01/27,4798 Lister,New Orleans,70960,Louisiana,202 331 4149
720,Kyndal Whitley,1971/03/04,8024 Dan Ryan Taylor St,Salem,97347,Oregon,919 157 5460
582,Kyndall Moreno,1907/06/22,2718 Pollock,Corpus Christi,78283,Texas,325 291 8334
579,Cooper Baxter,1941/04/25,579 Mccook,Springfield,01123,Massachusetts,619 182 1361
352,Ryland Dale,2009/01/22,9854 Jensen,Portland,97470,Oregon,708 916 8327
518,Matthew Livingston,1943/07/08,623 Hiawatha,Arlington,76039,Texas,919 467 7178
949,Hayley Graves,1910/10/20,5374 52nd,Tulsa,74698,Oklahoma,203 955 0644
588,Paxton Armstrong,1983/03/05,8651 Kenneth,Corpus Christi,78343,Texas,475 770 6196
60,Braylin Higgins,2002/05/21,9743 Dakin,Independence,64000,Missouri,253 569 1835
353,Semaj Michael,1901/11/04,1311 Milwaukee,Montpelier,05644,Vermont,714 479 8964
115,Jase Brown,1967/07/12,6069 Gladys,Topeka,66630,Kansas,802 801 8767
697,Lucian Bird,1989/07/03,6314 Argyle,Hollywood,33049,Florida,516 246 0940
625,Micah Miles,1986/04/14,8885 Pavilion Plaza,Lansing,48819,Michigan,252 152 5805
366,Gauge Shepard,1944/01/31,1058 Hayes,Provo,84040,Utah,806 468 2975
864,Seamus Hale,2014/06/27,8770 Whipple,Seattle,98867,Washington,609 373 4830
400,Kailee Woodward,1925/12/12,3358 Park Shore East,Toledo,43994,Ohio,610 542 1843
362,Ruben Lowe,1970/07/12,7521 Komensky,Chesapeake,23387,Virginia,747 398 1585
488,Jacey William,1969/10/22,1295 15th,Aurora,60585,Illinois,806 168 6707
758,Jaxon Blankenship,1913/01/15,3196 Old Town,Moreno Valley,92526,California,567 377 5293
87,Annabel Williamson,1901/08/04,8867 North Branch,Rochester,14683,New York,661 933 4751
403,Cruz Chaney,1956/02/18,8399 Paxton,Independence,64093,Missouri,508 173 9295
872,Carlie Drake,1924/05/08,2494 Eisenhower California Av,Phoenix,85027,Arizona,330 189 9555
340,Skylar Stokes,1949/03/17,6749 Concord,Laredo,78028,Texas,605 359 5826
198,Mathew Lancaster,1987/12/02,9775 Central Park,Yonkers,10744,New York,763 588 0949
453,Denise Blanchard,1942/10/26,8404 Anthony,Toledo,43933,Ohio,331 259 6181
631,Dante Weaver,1934/05/29,2778 Hobbie,Richmond,23280,Virginia,804 459 2864
192,Alexandria Stevenson,2012/10/06,9478 Lexington,Hampton,23616,Virginia,914 542 5330
824,Andres Coleman,1915/09/29,2594 Carmen,Hampton,23635,Virginia,331 795 7114
333,Fiona Small,1957/02/28,2320 South Water Lower,Oxnard,93019,California,337 967 6440
720,Joslyn Sampson,1988/11/09,8448 Kostner,Chesapeake,23387,Virginia,832 516 4293
335,Braylon Daugherty,2015/07/13,2299 70th,Charleston,29407 ,South Carolina,253 193 6500
78,Corbin Rosales,1940/05/23,5912 Norman R Bobins,Atlanta,30559,Georgia,434 834 0416
245,Abram Medina,1922/08/24,1813 63rd,Stamford,06959,Connecticut,754 437 3040
879,Elin Soto,1930/04/24,9805 Halsted,Savannah,31395,Georgia,936 666 4738
589,Leona Austin,1971/12/01,2325 Administration,Winston-salem,27148,North Carolina,430 264 5715
531,Farrah Vasquez,1949/10/18,8210 Marketplace Access,Arlington,76486,Texas,715 140 5794
872,Jaelyn Bowman,1937/12/10,8776 Cityfront Plaza,Salem,97359,Oregon,214 116 9860
678,Gavin Osborn,1988/04/16,2150 Lawndale,Paterson,07590,New Jersey,202 333 3077
884,Tucker Sims,1944/09/29,5362 Lamon,Olathe,66031,Kansas,970 958 0742
468,Saniyah Wiley,1910/01/26,3333 Briar,Fort Collins,80505,Colorado,772 923 9471
258,Moshe Small,1999/01/28,6571 Grenshaw,Chattanooga,37119,Tennessee,540 429 1854
750,Zechariah Glover,1954/08/20,1564 Dan Ryan Ib Stevenson,Santa Ana,92608,California,228 773 0485
111,Kolten Bauer,1989/03/18,4314 134th,Kent,98023,Washington,509 963 2486
623,Aliana Owen,1958/11/19,3126 Grant,Montpelier,05627,Vermont,947 299 5507
957,Darwin Mcgowan,1998/07/30,5279 Ib Dan Ryan,Chula Vista,91914,California,314 435 7603
322,Haley Meadows,1979/02/16,846 50th,Chattanooga,37417,Tennessee,503 605 8243
864,Cristian Fletcher,1965/01/07,5836 Nashotah,Colorado Springs,80208,Colorado,301 731 9385
458,Ryan Salazar,1985/06/19,1686 S Branch Chicago River,Murfreesboro,37174,Tennessee,260 779 9013
273,Sterling Beasley,1974/04/21,1741 Kennedy Harlem Av Ib,Long Beach,90764 ,California,513 866 1106
165,Johnathon Shelton,1993/11/13,3568 Elliott,Gilbert,85265,Arizona,848 167 3731
501,Selena Read,2014/11/12,9722 West Circle,San Antonio,78422 ,Texas,956 829 5230
894,Eve Cooper,1991/03/08,8702 Locust,Salt Lake City,84020,Utah,312 316 3953
375,Santos Hickman,1950/12/28,9170 Gladys,Detroit,48088,Michigan,229 910 1953
30,Penelope Carroll,1990/08/24,4406 43rd,Stockton,95422 ,California,940 126 1180
124,Maddox Estrada,1931/10/17,4697 Wacker Sub,New York,10483,New York,561 446 6510
731,Brice Hess,1934/11/27,1562 Archer,Gainesville,32699,Florida,732 702 2668
821,Cassidy Douglas,1940/12/18,6092 Fullerton,Scottsdale,85030,Arizona,620 456 0357
601,Anastasia Gomez,2016/03/17,4734 Kennedy Diversey Av,Worcester,01607,Massachusetts,541 989 6660
608,Zachariah Dominguez,1933/05/11,1583 Crilly,Bridgeport,06648,Connecticut,864 456 6996
793,Jayleen Burris,1996/05/02,2866 Diversey,Columbus,31959,Georgia,734 290 4045
450,Jaliyah Ashley,1918/08/16,4360 Stevenson Ib Dan Ryan Ib,Columbus,43466,Ohio,512 218 0505
864,Rowan Buckner,1960/09/27,8655 Noble,Jacksonville,32793,Florida,201 936 8023
413,Jayden Malone,1982/03/25,4240 Grand,Milwaukee,53441,Wisconsin,614 961 6550
82,Zoie Cole,2007/08/07,5415 Chanay,Tempe,85001,Arizona,715 190 1544
782,Lilliana Erickson,1987/07/11,7722 South Water Market,Fort Lauderdale,33976,Florida,718 524 7300
692,Miya Cross,1968/06/08,3519 Anthon,Irving,75067,Texas,985 105 4453
882,Brycen Montoya,1902/03/03,6892 Wolfram,Anchorage,99221,Alaska,541 669 6979
979,Alvin Miles,2002/10/09,8329 Schreiber,Baton Rouge,70996,Louisiana,337 730 0140
919,Rhys Jacobson,1969/10/30,3873 Paulina,Plano,75596,Texas,216 630 6729
271,Jabari Estes,1993/03/10,5320 Hubbard Lower,Glendale,85005,Arizona,603 516 1613
774,Carlee Williamson,1981/10/24,7335 Oakland,Charleston,29400 ,South Carolina,970 897 5611
712,Hayley Alexander,1974/03/29,1593 Hermione,Salem,97361,Oregon,254 536 5890
569,Russell Wooten,1973/01/22,9847 97th,Riverside,92512 ,California,707 302 3726
806,Ahmad Puckett,1944/07/25,9250 Karlov,Houston,70940,Texas,724 434 5738
161,Elijah Alvarez,1937/04/02,4062 Eisenhower Homan Av,Garland,75984,Texas,817 853 4285
984,Marvin Arnold,2008/01/29,8758 Diversey School,San Bernardino,92383,California,641 430 4254
112,Kyron Warren,2015/04/27,591 Park,Fontana,92382,California,646 981 0663
733,Jett Burton,1917/03/23,2983 Blackhawk,Tacoma,98057,Washington,951 199 5868
356,Julianne Hodges,1945/04/16,6446 Olympia,Fremont,94513,California,252 366 0429
794,Katelyn Hall,1912/02/02,5988 Hood,Kent,98016,Washington,407 866 1415
655,Brendan Mcneil,1967/08/20,9624 Orleans,Riverside,92531 ,California,503 591 0620
380,David Rivers,1929/07/23,1006 Kennedy Racine Av,Jackson,49218,Mississippi,818 783 7184
298,Jimena Mays,1935/10/24,2670 Julian,Fort Worth,76613,Texas,707 635 0104
94,Trevon Riggs,1999/11/22,6384 Bellevue,Tulsa,74351,Oklahoma,515 825 1294
820,Haylee Clarke,1997/07/16,8965 60th,Fargo,58045,North Dakota,217 803 9441
789,Danica Simpson,1943/05/31,5991 Shelby,Jackson,49257,Mississippi,518 809 9816
821,Darwin Snider,1944/12/06,571 Ohare Airport,Jersey City,07621,New Jersey,502 390 1318
994,Annabel Hanson,1944/02/21,8557 Ridgewood,Fort Wayne,46833 ,Indiana,610 476 4754
427,Esteban Chaney,1931/07/29,8611 Haskins,El Paso,79049,Texas,512 501 6947
32,Belen Lynch,1952/06/18,8235 Evelyn,Garland,75256,Texas,312 853 0401
449,Skye Salinas,1986/07/02,4627 Stevenson Expy,Oxnard,93055,California,281 735 6640
767,Talon Sanford,1960/07/07,3937 Melody,Sterling Heights,48312,Michigan,904 936 0772
461,Kailynn Kerr,2006/01/18,6151 100th,San Francisco,94377,California,314 937 7950
63,Madilyn Dawson,1989/06/13,9568 Hurlbut,Coral Springs,33007,Florida,713 638 9773
767,Makai Patrick,1973/12/10,9642 Lill,Milwaukee,53878,Wisconsin,830 916 2943
936,Dylan Calderon,1921/03/07,6619 Karlov,Spokane,99289,Washington,662 984 8547
632,Damari David,1947/04/06,5076 New Hampshire,Warren,48064,Michigan,713 586 6494
735,Kinley Valenzuela,1987/04/23,1067 Indian,Gainesville,32669,Florida,304 664 6963
69,Cristian Ware,1932/07/22,6064 Kerfoot,Phoenix,85875,Arizona,810 181 1399
189,Holly Larsen,1975/10/22,8238 Thome,Washington,20529,District Of Columbia,559 800 3728
417,Jakayla Berger,1939/11/26,1238 Abbott,New York,10987,New York,410 405 9683
212,Jayden Trevino,1960/08/23,5268 Jeffery,Los Angeles,90332,California,832 408 6145
873,Elias Ryan,1956/03/10,1198 Miami,Evansville,47774,Indiana,216 342 0288
817,Milania Hunter,1919/01/02,5269 Elliott,Cary,27519,North Carolina,217 940 3321
892,Adrien Sears,1959/05/06,4073 Eisenhower Expy,Durham,27007 ,North Carolina,718 643 5068
577,Laurel Frazier,1961/01/01,4996 Wayne,Denver,80240,Colorado,671 749 2552
927,Atticus Calderon,1998/01/16,2109 Union,Springfield,01157,Massachusetts,936 628 2622
813,Braylee Stevenson,2002/01/02,9894 Schorsch,Joliet,60418,Illinois,501 352 2319
666,Melina Farmer,1914/12/16,501 Wabansia,Fontana,92338,California,814 882 5447
942,Jorden Alston,1935/08/04,9475 Delphia,Kent,98038,Washington,215 331 0534
685,Kamari Montoya,1959/05/14,4499 Pacific,Hampton,23604,Virginia,217 263 4250
627,Lilian Grimes,1982/08/12,383 Fairbanks,Kansas City,66042,Kansas,432 544 8037
46,Janessa Harrell,2005/05/18,183 West Circle,Omaha,68808 ,Nebraska,563 231 6949
885,Roselyn Gomez,1931/10/09,5993 Gratten,Nashville,37687 ,Tennessee,419 955 3885
711,Ruben Alexander,1942/09/25,5138 Avenue F,Norfolk,23517,Virginia,872 221 1219
951,Jeffery Stephenson,1922/11/05,5639 Stevens,Washington,20202,District Of Columbia,909 912 6845
81,Carl Maynard,2014/02/11,6827 Ozark,New York,10380,New York,616 639 5821
495,Beatrice Williams,1995/06/20,5286 Governors,Joliet,60427,Illinois,773 900 2367
230,Hana Velasquez,1937/02/16,9852 77th,Charlotte,28910,North Carolina,773 910 0644
713,Mekhi Randall,1934/03/22,7455 Desplaines,Aurora,60520,Illinois,684 585 3434
307,Princeton Murray,1954/01/28,2907 Cityfront Plaza,Knoxville,37596,Tennessee,209 330 2327
735,Maximus Callahan,1926/05/28,5916 Kilpatrick,Toledo,43856,Ohio,574 299 4294
7,Morgan Santana,1918/07/06,8414 Wieland,Columbus,31974,Georgia,435 924 9564
784,Kian Ellis,1957/07/04,8653 Dorchester,Baton Rouge,70698,Louisiana,925 169 0551
16,Aisha Cline,2000/02/08,3412 Dan Ryan Express,Augusta,30967,Georgia,225 261 7152
257,Cheyenne Rodriquez,1988/09/21,2904 Emmett,Tampa,33870,Florida,509 862 0032
886,Dylan Walker,1966/05/19,8764 Kennedy Central Av,Madison,53308,Wisconsin,443 362 6357
623,Mikayla Foster,1973/09/25,802 Louise,Long Beach,90792 ,California,539 955 7128
488,Maxx Jensen,1952/02/07,5170 New England,Louisville,40731,Kentucky,440 765 2267
138,Lilyana Santos,1969/08/24,4309 Crilly,Fort Wayne,46554 ,Indiana,206 798 3863
742,Amara Mcgowan,1980/12/20,7107 Forest,Sterling Heights,48316,Michigan,662 165 3968
359,Jacqueline Marshall,1925/12/02,2770 Humboldt,Columbus,43336,Ohio,507 824 0655
38,Bo Roman,1986/07/30,7505 Serbian,Fort Collins,80536,Colorado,417 509 4800
398,Natasha Barry,1907/12/30,5675 97th,Knoxville,37102,Tennessee,202 217 6567
208,Cayson Lindsay,1948/02/14,8852 Mayfield,Savannah,31376,Georgia,626 621 2478
470,Jasmine Mcconnell,2015/02/25,8462 Nokomis,Cleveland,44799,Ohio,936 236 5549
789,Cailyn Ellis,2005/06/27,6703 Mautene,Omaha,68565 ,Nebraska,801 162 3019
415,Bethany Wells,1993/08/15,4964 Emmett,Tampa,33165,Florida,810 723 0393
362,Luciana Mcconnell,2001/07/22,3896 Westgate,Lansing,48828,Michigan,352 293 9990
425,Gabrielle Randall,1972/11/29,6647 Hyacinth,San Francisco,94285,California,754 336 0414
954,Shawn Randall,1937/03/18,1370 51st,Moreno Valley,92537,California,224 627 4443
682,Colton Powell,1954/11/22,4841 Browning,Little Rock,72195 ,Arkansas,270 572 3283
621,Jesus Newman,1928/09/17,3954 Steuben,Anchorage,99100,Alaska,701 324 8587
261,Aidan Diaz,2007/05/16,4398 38th,Minneapolis,55957,Minnesota,435 270 1285
889,Isabelle Stafford,1948/06/16,1839 16th,Yonkers,10799,New York,385 712 5737
551,Cristina Marquez,1914/09/22,9653 Ferdinand,Syracuse,13220,New York,321 315 4395
349,Brycen Knight,1916/04/16,1320 Chicago Skyway Turnaround,Winston-salem,27183,North Carolina,850 215 4353
194,Miranda Butler,1915/08/05,5980 Kennedy Madison St,Montgomery,36114 ,Alabama,321 300 4225
476,Drew Barry,1995/11/21,9871 Fork Chicago River,Gilbert,85291,Arizona,307 712 0644
866,Malia Garrison,2007/09/25,4883 South Chicago,Montgomery,36125 ,Alabama,507 396 8114
189,Caiden Reeves,1910/12/31,15 Walton,Hartford,06109,Connecticut,234 206 8757
925,Grace Key,1970/07/09,4931 Cheltenham,Hartford,06103,Connecticut,430 985 5147
346,Franco Harmon,1971/09/16,654 Harper,Austin,78954,Texas,331 105 1551
542,Camdyn Hooper,1924/08/28,3020 Escanaba,Corpus Christi,78942,Texas,786 580 6592
835,Sharon Carter,2011/07/24,8307 120th,Fayetteville,72744,North Carolina,775 225 1524
365,Kaylin Burgess,1947/01/11,150 122nd,Boston,02501,Massachusetts,878 208 4120
156,Ainsley Haney,1925/10/29,9483 Monroe,San Diego,92353,California,551 253 0694
320,Cecelia Simpson,1974/04/04,5065 Eastgate,Orlando,32894,Florida,559 439 0342
863,Aurora Mcconnell,1922/11/29,7326 Moody,Baton Rouge,70887,Louisiana,803 328 7791
983,Tyrese Luna,1935/03/17,4898 Van Schaik,San Jose,95486,California,330 479 2462
538,Case Hendricks,1948/09/30,579 Mackinaw,St. Paul,55012,Minnesota,757 825 7181
28,Kaylen Hansen,1951/06/05,2887 Kennedy Armitage Av,Tampa,33175,Florida,731 100 2451
421,Helen Reed,1901/03/13,9171 Southport,Las Vegas,89932,Nevada,228 945 7504
5,Paola Blevins,1987/05/17,3300 Glenlake,Worcester,01627,Massachusetts,770 363 2319
469,Odin Barnes,1917/04/11,8345 Eisenhower Oakley Bl,Corpus Christi,78978,Texas,208 318 6976
797,Manuel Aguirre,1963/07/16,5374 Las Casas,Worcester,01690,Massachusetts,406 230 0527
922,Elizabeth Fry,1925/08/07,8015 Walden,Oakland,94208,California,413 760 0895
97,Lila Hensley,1962/12/09,7686 Jones,Tacoma,98024,Washington,219 644 4117
664,Yamileth House,2004/01/05,9710 Point,Springfield,01158,Massachusetts,602 401 5052
721,Leighton Petty,1944/07/16,3870 Greenwood,Huntsville,35811,Alabama,516 737 1630
466,Regina Mendez,1934/11/19,422 Pitney,Fort Collins,80531,Colorado,409 194 2225
125,Elianna Stephens,1995/10/13,3734 Northcott,Tucson,85093,Arizona,860 553 7122
156,Marilyn Rivas,1971/04/02,9239 Campbell Park,Newark,07161,New Jersey,424 584 1165
477,Salvador Martinez,1984/04/01,671 Burley,Ann Arbor,48114,Michigan,470 547 1240
524,Jared Cherry,2014/11/17,814 Chicago Skyway Turnaround,Clarksville,37039,Tennessee,270 105 0672
944,Mattie Humphrey,1955/07/31,217 34th,Allentown,18148,Pennsylvania,860 309 2869
520,Trace Durham,2008/08/11,3195 Barry,Winston-salem,27192,North Carolina,561 197 3892
429,Audrianna Weiss,1989/09/21,3563 Cambridge,Aurora,60520,Illinois,605 640 7843
442,Zayden Frazier,2006/12/04,4842 Myrick,Madison,53350,Wisconsin,865 720 2376
36,Bryleigh Ball,1905/12/11,7220 Dan Ryan Marquette Rd,Corpus Christi,78830,Texas,224 715 2857
193,Keenan Merritt,1994/12/26,1187 Le Mai,Atlanta,30730,Georgia,908 303 1322
708,Kaitlin Cochran,2008/11/14,8587 Lsd Columbus Dr,Plano,75348,Texas,352 415 5529
549,Carley Hartman,1928/07/18,214 Washburne,Naperville,60454,Illinois,434 447 4841
144,Emilee Stanley,2015/09/23,1266 Prospect,Evansville,47787,Indiana,484 267 7528
75,Dangelo Kirkland,2016/06/19,9755 Mary,Kent,98080,Washington,872 792 6423
674,Reuben Manning,1946/04/16,1214 Chicago Beach,Gilbert,85262,Arizona,706 327 4452
131,Charity Williamson,1920/04/11,5447 Nettleton,Chesapeake,23323,Virginia,484 259 8168
836,Layton Bolton,1963/12/30,6121 Olympia,Stockton,95675 ,California,410 941 9334
30,Makayla Washington,1904/07/16,7595 Argyle,Honolulu,96833,Hawaii,309 124 2757
90,Semaj Fischer,1987/03/03,9938 Catherine,Coral Springs,33076,Florida,671 942 6773
178,Lennon Watts,1945/12/13,920 Shore,Grand Rapids,49537,Michigan,989 951 1126
199,Elena Goodwin,1994/07/17,389 Yates,Kansas City,66929,Missouri,580 748 4938
78,Alaya Mack,1904/12/17,1454 Stevens,Scottsdale,85045,Arizona,619 437 5426
208,Carlos Buchanan,1906/03/04,9524 Dan Ryan Ib Eisenhower Ob,Irvine,92621,California,276 784 8300
750,Chaya Read,1962/08/07,9304 Francis,Louisville,40957,Kentucky,419 359 5404
605,Jackson Chase,1925/12/03,8974 Fairview,Greensboro,27409,North Carolina,773 770 3763
940,Sage Gibson,1939/11/07,6656 52nd,Kent,98053,Washington,571 570 1866
795,Kyndal Guerrero,2000/02/14,3561 Kennedy Diversey Av,Durham,27949 ,North Carolina,270 988 1176
880,Sasha Ingram,1973/08/13,8381 Polk,Denver,80025,Colorado,917 618 5721
658,Rhys Kennedy,2006/04/07,4111 Cheltenham,Alexandria,22246,Virginia,914 607 1620
193,Aliana Albert,1996/06/10,322 Drew,Raleigh,27167 ,North Carolina,954 776 6285
943,Semaj Chapman,2016/09/27,8141 Wisner,Huntsville,35858,Alabama,720 306 6110
293,Britney Mendoza,1995/05/07,8081 Lenox,Springfield,65786,Missouri,575 204 6428
157,Sylvia Harrell,1917/06/29,4886 Mccormick,Jersey City,07928,New Jersey,406 630 1640
627,Eduardo Landry,2006/01/27,3894 Ohio,Atlanta,30179,Georgia,914 826 9557
296,Tristian Smith,1918/11/14,3489 Lsd Wilson Av,Louisville,40706,Kentucky,684 124 6964
755,Paris Oneil,1974/12/20,4605 Nordica,Philadelphia,19906,Pennsylvania,430 654 0758
977,Kyleigh Key,1970/11/22,1592 Transit,Bellevue,98048,Washington,225 366 1149
411,Eric William,1960/04/03,3924 Benson,Tucson,85910,Arizona,978 904 1877
62,Quentin Vance,1913/01/24,6437 Onarga,Pittsburgh,15286,Pennsylvania,215 216 4868
658,Kellan Byers,2002/03/15,7602 Dekoven,Columbia,29056,South Carolina,916 785 2004
441,Parker Alvarez,1930/12/31,3437 Hobson,St. Louis,63307,Missouri,430 179 3760
443,Ronin Lester,1969/03/07,1725 Monticello,Stamford,06931,Connecticut,480 367 9378
885,Troy Moore,1965/03/31,7117 Keokuk,Evansville,47749,Indiana,678 703 3290
400,Branden George,1930/06/26,5120 Lumber,Little Rock,72164 ,Arkansas,646 352 8055
787,Audrina Owens,1919/04/25,322 Walton,Minneapolis,55785,Minnesota,331 482 1824
734,Erin Ruiz,2008/08/16,4802 Henderson,Kent,98014,Washington,646 158 9025
366,Ernest Wiley,1939/05/24,4539 Le Mai,Montgomery,36181 ,Alabama,712 320 4786
369,Jacob Davidson,1913/08/15,8353 Parnell,Winston-salem,27191,North Carolina,563 519 0606
910,Armani Head,1984/02/05,5021 Hanson,Evansville,47777,Indiana,716 203 4641
850,Shiloh Sampson,1946/11/09,1313 Wilmot,Warren,48076,Michigan,681 571 3710
647,Konnor Bright,1962/01/05,6553 Kennedy Harlem Av,Gilbert,85234,Arizona,671 915 8238
740,Jessie Ramos,1908/04/28,8988 Hobson,Austin,78067,Texas,409 994 3611
531,Danny York,1961/06/02,37 High Bridge,Knoxville,37980,Tennessee,419 796 9304
381,Brice Wyatt,1951/02/02,3127 Ob Dan Ryan,Evansville,47793,Indiana,301 800 0815
102,Saniyah Pate,1967/09/01,8424 Dan Ryan 87th St,Modesto,95393,California,714 443 1578
940,Adalyn Gordon,1947/11/13,5044 Hermosa,El Paso,79115,Texas,206 458 4086
483,Deven Mcintosh,1923/09/21,6796 Oakview,Eugene,97474,Oregon,978 226 7573
991,Russell Bond,2011/06/21,5809 Independence,Amarillo,79137,Texas,248 300 1188
786,Maximo Pacheco,2002/05/21,9426 Dan Ryan Michigan Av,Greensboro,27432,North Carolina,662 842 0230
516,Wayne Duke,2013/07/20,342 Lyon,Tacoma,98054,Washington,906 351 8774
693,Maliah Fletcher,1922/05/10,858 Ob Dan Ryan,Toledo,43027,Ohio,727 275 7466
3,Skyler English,1949/10/22,5489 Clark,Syracuse,13274,New York,475 218 3206
823,Angeline Rhodes,1922/05/19,440 Edbrooke,Chattanooga,37721,Tennessee,225 600 2493
208,Cash Randall,1927/09/26,6563 13th,Anaheim,92831,California,912 510 0067
908,Vivian Bender,1992/03/23,754 Kennedy Ib Eisenhower Ib,Springfield,65799,Missouri,385 537 5654
489,Geraldine Roman,1957/09/02,5938 Dan Ryan 47th St,Olathe,66000,Kansas,810 200 3841
464,Shannon Arnold,1988/11/21,5903 Stevenson Ib Lsd Sb,Anaheim,92870,California,631 589 4117
343,Darwin Rogers,1904/06/30,9980 Lenox,Phoenix,85926,Arizona,567 866 4425
74,Blake Marks,1913/01/13,891 Oak Park,Garland,75482,Texas,408 863 3845
662,Marcos Bates,2004/03/19,1871 Normandy,North Las Vegas,89467 ,Nevada,938 968 4968
47,Maliah Jordan,2007/07/04,8216 Woodlawn,Cincinnati,45286,Ohio,757 611 4448
175,Katherine Faulkner,1982/03/27,4234 Brompton,Colorado Springs,80296,Colorado,234 765 3613
632,Jaycob Talley,1948/11/25,7688 I55 Damen Av,St. Petersburg,33705,Florida,938 573 7598
852,Dominic Howe,1951/05/12,486 Dekoven,Amarillo,79189,Texas,210 992 7072
532,Damion Mayo,1902/08/08,6952 Estes,Cleveland,44390,Ohio,845 745 7969
544,Hannah Casey,1957/04/25,8532 I55 Cicero Av,Fayetteville,72792,North Carolina,518 183 9827
840,Armando Cain,2010/07/11,1402 Lehigh,Worcester,01602,Massachusetts,317 237 2624
567,Gloria Holden,1914/03/30,7801 Lsd Michigan Av,Stamford,06933,Connecticut,908 485 7679
